"cell_line","treatment","pert_type","design","time","concentration","cell_count__time0","dead_count__time0","cell_count","dead_count","cell_count__ctrl","dead_count__ctrl"
"HCC1806","Tivantinib/ARQ197","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,788,968,5425.3,495.3
"HCC1806","Tivantinib/ARQ197","trt_cp",1,72,1,1197.70779220779,296.253246753247,711,1162,5425.3,495.3
"HCC1806","Tivantinib/ARQ197","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,2561,729,5425.3,495.3
"HCC1806","Tivantinib/ARQ197","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,5285,453,5425.3,495.3
"HCC1806","Tivantinib/ARQ197","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,5681,454,5425.3,495.3
"HCC1806","Tivantinib/ARQ197","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,5792,454,5425.3,495.3
"HCC1806","Tivantinib/ARQ197","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,5895,544,5425.3,495.3
"HCC1806","Tivantinib/ARQ197","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,5786,540,5425.3,495.3
"HCC1806","Vorinostat","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,1759,579,5425.3,495.3
"HCC1806","-","ctl_vehicle",1,72,0,1197.70779220779,296.253246753247,4786,396,5425.3,495.3
"HCC1806","Cabozantinib","trt_cp",1,72,10,1197.70779220779,296.253246753247,3657,644,5425.3,495.3
"HCC1806","Cabozantinib","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,6788,526,5425.3,495.3
"HCC1806","Cabozantinib","trt_cp",1,72,1,1197.70779220779,296.253246753247,5993,549,5425.3,495.3
"HCC1806","Cabozantinib","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,5681,498,5425.3,495.3
"HCC1806","Cabozantinib","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,5868,548,5425.3,495.3
"HCC1806","Cabozantinib","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,6145,469,5425.3,495.3
"HCC1806","Cabozantinib","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,5755,504,5425.3,495.3
"HCC1806","Cabozantinib","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,5725,515,5425.3,495.3
"HCC1806","Cabozantinib","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,5418,487,5425.3,495.3
"HCC1806","Everolimus","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,4379,380,5425.3,495.3
"HCC1806","Storausporin","pos_ctrl",1,72,1,1197.70779220779,296.253246753247,230,1137,5425.3,495.3
"HCC1806","Saracatinib/AZD0530","trt_cp",1,72,10,1197.70779220779,296.253246753247,1802,499,5425.3,495.3
"HCC1806","Saracatinib/AZD0530","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,2698,623,5425.3,495.3
"HCC1806","Saracatinib/AZD0530","trt_cp",1,72,1,1197.70779220779,296.253246753247,3133,607,5425.3,495.3
"HCC1806","Saracatinib/AZD0530","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,4110,618,5425.3,495.3
"HCC1806","Saracatinib/AZD0530","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,4591,554,5425.3,495.3
"HCC1806","Saracatinib/AZD0530","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,5472,576,5425.3,495.3
"HCC1806","Saracatinib/AZD0530","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,5013,433,5425.3,495.3
"HCC1806","Saracatinib/AZD0530","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,5066,516,5425.3,495.3
"HCC1806","Saracatinib/AZD0530","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,6331,495,5425.3,495.3
"HCC1806","Vorinostat","trt_cp",1,72,1,1197.70779220779,296.253246753247,2941,496,5425.3,495.3
"HCC1806","Storausporin","pos_ctrl",1,72,1,1197.70779220779,296.253246753247,234,1235,5425.3,495.3
"HCC1806","Dasatinib","trt_cp",1,72,10,1197.70779220779,296.253246753247,887,724,5425.3,495.3
"HCC1806","Dasatinib","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,991,540,5425.3,495.3
"HCC1806","Dasatinib","trt_cp",1,72,1,1197.70779220779,296.253246753247,933,532,5425.3,495.3
"HCC1806","Dasatinib","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,1139,652,5425.3,495.3
"HCC1806","Dasatinib","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,2147,628,5425.3,495.3
"HCC1806","Dasatinib","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,4049,456,5425.3,495.3
"HCC1806","Dasatinib","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,5533,548,5425.3,495.3
"HCC1806","Dasatinib","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,4910,523,5425.3,495.3
"HCC1806","Dasatinib","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,4876,519,5425.3,495.3
"HCC1806","Everolimus","trt_cp",1,72,1,1197.70779220779,296.253246753247,4805,368,5425.3,495.3
"HCC1806","-","ctl_vehicle",1,72,0,1197.70779220779,296.253246753247,5568,475,5425.3,495.3
"HCC1806","Palbociclib/PD0332991","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,4811,410,5425.3,495.3
"HCC1806","Palbociclib/PD0332991","trt_cp",1,72,1,1197.70779220779,296.253246753247,4920,385,5425.3,495.3
"HCC1806","Palbociclib/PD0332991","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,3883,455,5425.3,495.3
"HCC1806","Palbociclib/PD0332991","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,4877,524,5425.3,495.3
"HCC1806","Palbociclib/PD0332991","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,4610,451,5425.3,495.3
"HCC1806","Palbociclib/PD0332991","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,5018,437,5425.3,495.3
"HCC1806","Palbociclib/PD0332991","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,5926,437,5425.3,495.3
"HCC1806","Palbociclib/PD0332991","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,5569,516,5425.3,495.3
"HCC1806","Palbociclib/PD0332991","trt_cp",1,72,0.00031623,1197.70779220779,296.253246753247,5163,486,5425.3,495.3
"HCC1806","Vorinostat","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,5138,515,5425.3,495.3
"HCC1806","-","ctl_vehicle",1,72,0,1197.70779220779,296.253246753247,5029,533,5425.3,495.3
"HCC1806","Dinaciclib/SCH727965","trt_cp",1,72,1,1197.70779220779,296.253246753247,332,1356,5425.3,495.3
"HCC1806","Dinaciclib/SCH727965","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,312,1227,5425.3,495.3
"HCC1806","Dinaciclib/SCH727965","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,307,1211,5425.3,495.3
"HCC1806","Dinaciclib/SCH727965","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,364,1326,5425.3,495.3
"HCC1806","Dinaciclib/SCH727965","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,3853,608,5425.3,495.3
"HCC1806","Dinaciclib/SCH727965","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,5909,502,5425.3,495.3
"HCC1806","Dinaciclib/SCH727965","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,6207,524,5425.3,495.3
"HCC1806","Dinaciclib/SCH727965","trt_cp",1,72,0.00031623,1197.70779220779,296.253246753247,6807,447,5425.3,495.3
"HCC1806","Dinaciclib/SCH727965","trt_cp",1,72,1e-04,1197.70779220779,296.253246753247,6175,483,5425.3,495.3
"HCC1806","Everolimus","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,4698,431,5425.3,495.3
"HCC1806","Paclitaxel_pos","pos_ctrl",1,72,1,1197.70779220779,296.253246753247,826,1364,5425.3,495.3
"HCC1806","AZD7762","trt_cp",1,72,10,1197.70779220779,296.253246753247,288,1060,5425.3,495.3
"HCC1806","AZD7762","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,402,1160,5425.3,495.3
"HCC1806","AZD7762","trt_cp",1,72,1,1197.70779220779,296.253246753247,556,1244,5425.3,495.3
"HCC1806","AZD7762","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,584,1042,5425.3,495.3
"HCC1806","AZD7762","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,577,1016,5425.3,495.3
"HCC1806","AZD7762","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,1245,960,5425.3,495.3
"HCC1806","AZD7762","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,3521,744,5425.3,495.3
"HCC1806","AZD7762","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,5553,569,5425.3,495.3
"HCC1806","AZD7762","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,5801,538,5425.3,495.3
"HCC1806","-","ctl_vehicle",1,72,0,1197.70779220779,296.253246753247,6501,503,5425.3,495.3
"HCC1806","Paclitaxel_pos","pos_ctrl",1,72,1,1197.70779220779,296.253246753247,674,1345,5425.3,495.3
"HCC1806","Olaparib/AZD2281","trt_cp",1,72,10,1197.70779220779,296.253246753247,2676,618,5425.3,495.3
"HCC1806","Olaparib/AZD2281","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,5176,534,5425.3,495.3
"HCC1806","Olaparib/AZD2281","trt_cp",1,72,1,1197.70779220779,296.253246753247,5691,580,5425.3,495.3
"HCC1806","Olaparib/AZD2281","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,4953,459,5425.3,495.3
"HCC1806","Olaparib/AZD2281","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,5378,532,5425.3,495.3
"HCC1806","Olaparib/AZD2281","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,4886,511,5425.3,495.3
"HCC1806","Olaparib/AZD2281","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,5915,436,5425.3,495.3
"HCC1806","Olaparib/AZD2281","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,4972,483,5425.3,495.3
"HCC1806","Olaparib/AZD2281","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,4762,481,5425.3,495.3
"HCC1806","-","ctl_vehicle",1,72,0,1197.70779220779,296.253246753247,6979,495,5425.3,495.3
"HCC1806","GSK2126458","pos_ctrl",1,72,0.1,1197.70779220779,296.253246753247,1978,562,5425.3,495.3
"HCC1806","Alpelisib/BYL719","trt_cp",1,72,10,1197.70779220779,296.253246753247,3844,407,5425.3,495.3
"HCC1806","Alpelisib/BYL719","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,4968,484,5425.3,495.3
"HCC1806","Alpelisib/BYL719","trt_cp",1,72,1,1197.70779220779,296.253246753247,5894,454,5425.3,495.3
"HCC1806","Alpelisib/BYL719","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,5255,435,5425.3,495.3
"HCC1806","Alpelisib/BYL719","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,6088,520,5425.3,495.3
"HCC1806","Alpelisib/BYL719","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,5801,487,5425.3,495.3
"HCC1806","Alpelisib/BYL719","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,5481,493,5425.3,495.3
"HCC1806","Alpelisib/BYL719","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,5691,577,5425.3,495.3
"HCC1806","Alpelisib/BYL719","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,5631,483,5425.3,495.3
"HCC1806","Vincristin","pos_ctrl",1,72,1,1197.70779220779,296.253246753247,523,923,5425.3,495.3
"HCC1806","GSK2126458","pos_ctrl",1,72,0.1,1197.70779220779,296.253246753247,2438,498,5425.3,495.3
"HCC1806","A-1210477","trt_cp",1,72,10,1197.70779220779,296.253246753247,4558,624,5425.3,495.3
"HCC1806","A-1210477","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,5882,465,5425.3,495.3
"HCC1806","A-1210477","trt_cp",1,72,1,1197.70779220779,296.253246753247,5848,600,5425.3,495.3
"HCC1806","A-1210477","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,6116,500,5425.3,495.3
"HCC1806","A-1210477","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,5793,510,5425.3,495.3
"HCC1806","A-1210477","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,5273,526,5425.3,495.3
"HCC1806","A-1210477","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,5496,536,5425.3,495.3
"HCC1806","A-1210477","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,5222,468,5425.3,495.3
"HCC1806","A-1210477","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,5548,539,5425.3,495.3
"HCC1806","Vincristin","pos_ctrl",1,72,1,1197.70779220779,296.253246753247,610,1021,5425.3,495.3
"HCC1806","-","ctl_vehicle",1,72,0,1197.70779220779,296.253246753247,4725,480,5425.3,495.3
"HCC1806","Buparlisib/NVP-BKM120","trt_cp",1,72,10,1197.70779220779,296.253246753247,588,903,5425.3,495.3
"HCC1806","Buparlisib/NVP-BKM120","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,805,1048,5425.3,495.3
"HCC1806","Buparlisib/NVP-BKM120","trt_cp",1,72,1,1197.70779220779,296.253246753247,2944,677,5425.3,495.3
"HCC1806","Buparlisib/NVP-BKM120","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,5425,457,5425.3,495.3
"HCC1806","Buparlisib/NVP-BKM120","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,5207,439,5425.3,495.3
"HCC1806","Buparlisib/NVP-BKM120","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,5807,444,5425.3,495.3
"HCC1806","Buparlisib/NVP-BKM120","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,4833,506,5425.3,495.3
"HCC1806","Buparlisib/NVP-BKM120","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,5336,458,5425.3,495.3
"HCC1806","Buparlisib/NVP-BKM120","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,4927,430,5425.3,495.3
"HCC1806","Vorinostat","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,4671,469,5425.3,495.3
"HCC1806","-","ctl_vehicle",1,72,0,1197.70779220779,296.253246753247,4956,474,5425.3,495.3
"HCC1806","INK128/MLN0128","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,2127,450,5425.3,495.3
"HCC1806","INK128/MLN0128","trt_cp",1,72,1,1197.70779220779,296.253246753247,2113,350,5425.3,495.3
"HCC1806","INK128/MLN0128","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,2176,351,5425.3,495.3
"HCC1806","INK128/MLN0128","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,2742,376,5425.3,495.3
"HCC1806","INK128/MLN0128","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,2811,427,5425.3,495.3
"HCC1806","INK128/MLN0128","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,4118,303,5425.3,495.3
"HCC1806","INK128/MLN0128","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,5081,468,5425.3,495.3
"HCC1806","INK128/MLN0128","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,5178,440,5425.3,495.3
"HCC1806","INK128/MLN0128","trt_cp",1,72,0.00031623,1197.70779220779,296.253246753247,4743,481,5425.3,495.3
"HCC1806","Everolimus","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,4835,410,5425.3,495.3
"HCC1806","Actinomycin D","pos_ctrl",1,72,1,1197.70779220779,296.253246753247,199,1360,5425.3,495.3
"HCC1806","PF-4708671","trt_cp",1,72,10,1197.70779220779,296.253246753247,6991,491,5425.3,495.3
"HCC1806","PF-4708671","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,6419,462,5425.3,495.3
"HCC1806","PF-4708671","trt_cp",1,72,1,1197.70779220779,296.253246753247,5706,454,5425.3,495.3
"HCC1806","PF-4708671","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,5715,540,5425.3,495.3
"HCC1806","PF-4708671","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,6179,517,5425.3,495.3
"HCC1806","PF-4708671","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,5588,525,5425.3,495.3
"HCC1806","PF-4708671","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,5171,455,5425.3,495.3
"HCC1806","PF-4708671","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,5141,539,5425.3,495.3
"HCC1806","PF-4708671","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,5313,610,5425.3,495.3
"HCC1806","Vorinostat","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,6205,538,5425.3,495.3
"HCC1806","Actinomycin D","pos_ctrl",1,72,1,1197.70779220779,296.253246753247,202,1465,5425.3,495.3
"HCC1806","Neratinib/HKI272","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,945,1041,5425.3,495.3
"HCC1806","Neratinib/HKI272","trt_cp",1,72,1,1197.70779220779,296.253246753247,3237,578,5425.3,495.3
"HCC1806","Neratinib/HKI272","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,3332,661,5425.3,495.3
"HCC1806","Neratinib/HKI272","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,4649,588,5425.3,495.3
"HCC1806","Neratinib/HKI272","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,4800,557,5425.3,495.3
"HCC1806","Neratinib/HKI272","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,4922,652,5425.3,495.3
"HCC1806","Neratinib/HKI272","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,5822,532,5425.3,495.3
"HCC1806","Neratinib/HKI272","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,6211,555,5425.3,495.3
"HCC1806","Neratinib/HKI272","trt_cp",1,72,0.00031623,1197.70779220779,296.253246753247,5977,574,5425.3,495.3
"HCC1806","Everolimus","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,3734,412,5425.3,495.3
"HCC1806","-","ctl_vehicle",1,72,0,1197.70779220779,296.253246753247,5453,506,5425.3,495.3
"HCC1806","Cediranib/AZD2171","trt_cp",1,72,10,1197.70779220779,296.253246753247,1483,788,5425.3,495.3
"HCC1806","Cediranib/AZD2171","trt_cp",1,72,3.1623,1197.70779220779,296.253246753247,5098,580,5425.3,495.3
"HCC1806","Cediranib/AZD2171","trt_cp",1,72,1,1197.70779220779,296.253246753247,5970,666,5425.3,495.3
"HCC1806","Cediranib/AZD2171","trt_cp",1,72,0.31623,1197.70779220779,296.253246753247,5300,607,5425.3,495.3
"HCC1806","Cediranib/AZD2171","trt_cp",1,72,0.1,1197.70779220779,296.253246753247,5875,511,5425.3,495.3
"HCC1806","Cediranib/AZD2171","trt_cp",1,72,0.031623,1197.70779220779,296.253246753247,5006,453,5425.3,495.3
"HCC1806","Cediranib/AZD2171","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,5497,500,5425.3,495.3
"HCC1806","Cediranib/AZD2171","trt_cp",1,72,0.0031623,1197.70779220779,296.253246753247,6223,419,5425.3,495.3
"HCC1806","Cediranib/AZD2171","trt_cp",1,72,0.001,1197.70779220779,296.253246753247,5656,480,5425.3,495.3
"HCC1806","Vorinostat","trt_cp",1,72,0.01,1197.70779220779,296.253246753247,6700,519,5425.3,495.3
